nose1x,neck1x,right_shoulder1x,right_elbow1x,right_wrist1x,left_shoulder1x,left_elbow1x,left_wrist1x,right_hip1x,right_knee1x,right_ankle1x,left_hip1x,left_knee1x,left_ankle1x,right_eye1x,left_eye1x,right_ear1x,left_ear1x,background1x,nose1y,neck1y,right_shoulder1y,right_elbow1y,right_wrist1y,left_shoulder1y,left_elbow1y,left_wrist1y,right_hip1y,right_knee1y,right_ankle1y,left_hip1y,left_knee1y,left_ankle1y,right_eye1y,left_eye1y,right_ear1y,left_ear1y,background1y,nose2x,neck2x,right_shoulder2x,right_elbow2x,right_wrist2x,left_shoulder2x,left_elbow2x,left_wrist2x,right_hip2x,right_knee2x,right_ankle2x,left_hip2x,left_knee2x,left_ankle2x,right_eye2x,left_eye2x,right_ear2x,left_ear2x,background2x,nose2y,neck2y,right_shoulder2y,right_elbow2y,right_wrist2y,left_shoulder2y,left_elbow2y,left_wrist2y,right_hip2y,right_knee2y,right_ankle2y,left_hip2y,left_knee2y,left_ankle2y,right_eye2y,left_eye2y,right_ear2y,left_ear2y,background2y,label
347,585,679,761,306,491,434,0,361,0,0,290,0,0,337,490,656,530,0,499,470,465,557,639,476,583,0,698,0,0,706,0,0,491,731,377,372,0,0,308,362,399,0,253,213,0,654,0,0,528,0,0,0,0,340,275,0,0,535,538,621,0,534,632,0,731,0,0,739,0,0,0,0,482,480,0,fight
328,576,670,742,264,480,369,359,290,0,0,363,0,0,313,331,648,522,0,507,473,469,545,620,478,543,581,681,0,0,675,0,0,495,495,375,369,0,474,295,244,205,0,479,406,0,652,0,0,530,0,0,459,479,276,604,0,735,529,536,627,0,479,605,0,728,0,0,737,0,0,723,722,490,790,0,fight
342,577,673,689,709,481,407,0,278,0,0,361,0,0,325,341,642,522,0,494,484,484,633,548,487,595,0,722,0,0,717,0,0,487,488,396,389,0,471,310,249,207,283,252,205,0,639,0,0,520,0,0,454,476,331,272,0,732,542,542,640,615,538,635,0,746,0,0,747,0,0,722,718,481,492,0,fight
282,572,666,212,278,483,394,349,276,0,0,357,0,0,277,553,642,519,0,516,518,512,632,611,510,615,583,696,0,0,691,0,0,501,175,446,422,0,0,307,479,0,0,362,0,0,0,0,0,0,0,0,0,300,269,331,0,0,545,516,0,0,544,0,0,0,0,0,0,0,0,0,500,503,500,0,fight
548,316,251,0,0,385,0,0,0,0,0,0,0,0,537,553,582,563,0,172,567,575,0,0,561,0,0,0,0,0,0,0,0,164,160,489,160,0,621,0,0,0,0,0,0,0,0,0,0,0,0,0,613,307,257,341,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,488,507,510,493,0,fight
547,523,608,0,0,456,0,0,0,0,0,0,0,0,536,553,283,566,0,163,552,543,0,0,539,0,0,0,0,0,0,0,0,153,151,483,149,0,338,291,277,0,0,288,0,0,0,0,0,0,0,0,323,339,546,474,0,487,553,556,0,0,547,0,0,0,0,0,0,0,0,476,471,493,448,0,fight
350,294,282,650,0,304,399,315,351,0,0,474,0,0,542,561,271,464,0,472,350,360,607,0,343,313,305,682,0,0,755,0,0,151,148,307,434,0,0,512,433,353,0,303,358,0,579,0,0,0,0,0,285,0,562,0,0,0,517,514,610,0,344,529,0,739,0,0,0,0,0,302,0,435,0,0,fight
550,487,569,658,627,409,395,0,354,0,0,300,0,0,538,558,529,576,0,157,505,501,505,408,509,585,0,671,0,0,670,0,0,147,143,414,140,0,0,304,343,386,0,263,0,0,574,0,0,464,0,0,350,0,339,440,0,0,520,525,586,0,513,0,0,726,0,0,740,0,0,451,0,455,422,0,fight
0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,477,553,615,594,409,0,0,364,0,0,463,0,679,539,559,508,416,0,0,496,482,458,383,507,0,0,671,0,0,721,0,785,142,139,402,426,0,0,312,343,0,0,274,0,0,561,0,0,0,0,0,0,0,342,276,0,0,516,524,0,0,516,0,0,709,0,0,0,0,0,0,0,449,455,0,fight
553,323,368,399,0,277,0,0,0,0,0,0,0,0,542,561,504,580,0,154,502,497,543,0,508,0,0,0,0,0,0,0,0,143,139,415,136,0,0,479,547,0,0,0,0,0,0,0,0,0,0,0,0,0,352,401,0,0,517,508,0,0,0,0,0,0,0,0,0,0,0,0,0,443,446,0,fight
557,307,511,392,0,266,0,0,356,0,0,298,0,0,545,563,0,0,0,142,459,414,527,0,462,0,0,608,0,0,612,0,0,132,128,0,0,0,516,474,348,0,0,543,0,0,0,0,0,0,0,0,0,0,0,0,0,727,780,456,0,0,782,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,281,0,0,0,0,0,0,0,0,0,674,541,561,359,0,0,0,0,0,557,0,0,0,0,0,0,0,0,0,785,132,130,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,428,469,0,0,0,0,0,530,0,0,454,0,0,0,0,361,0,0,0,457,435,0,0,0,0,0,646,0,0,670,0,0,0,0,452,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,0,0,0,0,0,0,0,0,0,0,fight
495,408,461,0,0,375,181,268,526,0,0,446,0,0,536,554,442,344,0,732,463,440,0,0,481,502,452,646,0,0,665,0,0,126,124,413,399,0,0,454,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,0,0,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,382,437,153,207,0,0,0,508,0,0,0,0,304,527,545,0,0,0,0,476,463,486,421,0,0,0,656,0,0,0,0,576,133,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
539,196,211,0,0,181,182,570,506,0,0,425,0,0,526,545,427,557,0,159,436,440,0,0,431,502,172,673,0,0,694,0,0,148,145,400,141,0,0,365,430,0,0,315,251,189,0,0,0,0,0,0,0,0,0,328,0,0,479,469,0,0,489,532,455,0,0,0,0,0,0,0,0,0,388,0,fight
0,374,430,0,0,321,169,198,501,720,0,410,0,0,524,542,426,326,0,0,504,492,0,0,509,503,452,688,350,0,711,0,0,162,159,414,408,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,0,0,0,0,0,0,0,0,0,0,0,0,fight
531,386,426,0,0,582,222,179,493,715,0,418,0,0,520,538,506,551,0,182,493,481,0,0,208,513,464,681,362,0,702,0,0,172,169,178,166,0,303,0,0,0,0,347,223,0,0,0,0,0,0,0,0,309,0,335,0,411,0,0,0,0,504,514,0,0,0,0,0,0,0,0,395,0,407,0,fight
215,214,167,0,0,262,0,0,0,0,0,0,0,0,201,224,181,285,0,229,302,312,0,0,292,0,0,0,0,0,0,0,0,221,215,234,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
532,391,442,0,0,347,222,158,496,714,0,420,433,0,522,540,0,555,0,198,498,483,0,0,507,515,466,696,381,0,715,874,0,186,185,0,184,0,307,0,0,0,0,0,362,159,0,0,0,0,0,0,0,313,0,338,0,416,0,0,0,0,0,534,467,0,0,0,0,0,0,0,401,0,414,0,fight
630,394,444,0,252,348,215,139,492,523,0,415,436,0,524,542,418,326,0,618,489,479,0,380,500,514,483,691,880,0,714,890,0,194,192,397,413,0,0,642,627,0,0,659,0,0,493,0,0,645,0,0,0,298,0,0,0,0,649,650,0,0,650,0,0,692,0,0,737,0,0,0,402,0,0,0,fight
531,382,443,0,0,326,216,564,486,514,0,400,431,0,519,537,401,550,0,213,495,480,0,0,508,533,228,709,849,0,730,896,0,203,199,401,195,0,0,0,0,0,0,325,0,240,0,0,0,0,0,0,416,0,0,314,0,0,0,0,0,0,509,0,406,0,0,0,0,0,0,390,0,0,417,0,fight
530,385,446,0,0,326,249,562,485,513,0,397,422,0,518,537,397,550,0,227,505,497,0,0,517,573,240,726,866,0,745,910,0,216,213,412,211,0,0,451,410,0,0,492,0,272,486,0,0,0,0,0,0,0,0,314,0,0,903,912,0,0,894,0,458,727,0,0,0,0,0,0,0,0,437,0,fight
534,414,474,504,0,582,0,570,481,0,0,390,0,0,525,542,424,556,0,252,540,539,666,0,280,0,271,758,0,0,770,0,0,241,239,435,238,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,542,0,0,0,0,0,0,0,0,0,0,0,461,0,fight
537,430,489,511,0,371,282,569,487,0,0,386,0,0,526,544,448,558,0,265,557,562,682,0,553,589,279,793,0,0,799,0,0,253,250,455,249,0,0,456,421,0,0,491,281,266,0,0,0,0,0,0,0,0,0,349,0,0,941,953,0,0,930,590,437,0,0,0,0,0,0,0,0,0,484,0,fight
539,439,501,509,0,377,300,573,491,0,0,394,0,0,529,547,472,558,0,263,568,573,698,0,561,548,283,819,0,0,825,0,0,251,249,469,251,0,0,464,429,0,0,0,0,271,0,0,0,0,0,0,0,0,0,370,0,0,945,956,0,0,0,0,419,0,0,0,0,0,0,0,0,0,479,0,fight
535,443,506,510,0,377,276,570,483,0,0,385,0,0,526,543,484,556,0,260,571,578,703,0,563,583,277,820,0,0,821,0,0,247,245,472,245,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,0,470,0,fight
534,317,341,514,0,385,297,570,316,0,0,276,0,0,526,543,502,558,0,249,561,559,698,0,552,593,267,685,0,0,681,0,0,237,236,477,235,0,0,447,511,0,0,297,0,317,484,0,0,388,0,0,0,0,0,408,0,0,566,576,0,0,564,0,532,817,0,0,816,0,0,0,0,0,464,0,fight
0,325,393,544,344,392,315,577,322,0,0,295,0,0,0,0,529,430,0,0,560,554,669,555,554,490,258,669,0,0,664,0,0,0,0,495,462,0,0,461,339,0,0,319,0,273,477,0,0,384,0,0,0,0,0,0,0,0,570,561,0,0,557,0,405,814,0,0,805,0,0,0,0,0,0,0,fight
688,684,633,605,605,735,752,704,623,589,556,691,250,694,677,701,662,719,0,321,413,405,519,613,421,537,626,633,832,990,645,786,997,308,309,314,319,0,0,126,151,163,265,93,0,0,144,198,0,170,699,686,0,0,0,0,0,0,478,500,658,738,475,0,0,716,897,0,707,836,1079,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,0,875,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
546,363,381,318,0,391,307,582,473,546,564,379,0,0,538,554,541,572,0,239,550,562,683,0,551,477,253,806,825,948,794,0,0,228,226,498,221,0,0,460,325,553,0,0,0,273,0,0,0,0,0,0,0,0,0,438,0,0,574,569,691,0,0,0,391,0,0,0,0,0,0,0,0,0,472,0,fight
0,550,589,595,0,395,335,592,553,551,0,390,0,0,0,570,559,464,0,0,435,445,512,0,536,664,246,547,622,0,780,0,0,0,215,490,456,0,0,471,543,558,0,0,0,593,488,0,0,0,0,0,0,0,0,0,0,0,556,579,693,0,0,0,247,796,0,0,0,0,0,0,0,0,0,0,fight
567,486,548,592,0,416,346,604,494,561,581,394,0,0,558,575,570,593,0,226,545,573,689,0,517,559,240,787,828,927,773,0,0,215,213,484,208,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,492,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,0,0,0,442,0,fight
571,486,550,566,0,624,371,609,500,746,0,407,0,0,563,579,583,598,0,203,517,545,678,0,225,436,220,756,394,0,752,0,0,193,191,465,187,0,0,0,0,0,0,419,0,610,0,0,0,0,0,0,0,0,0,492,0,0,0,0,0,0,487,0,221,0,0,0,0,0,0,0,0,0,417,0,fight
578,0,0,0,0,0,0,614,0,0,0,0,0,0,568,587,0,604,0,180,0,0,0,0,0,0,193,0,0,0,0,0,0,168,166,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
468,601,618,0,0,585,567,0,656,0,0,614,0,0,0,459,0,612,0,478,536,523,0,0,552,635,0,674,0,0,687,0,0,0,465,0,142,0,0,0,617,0,0,0,0,0,657,0,0,0,0,0,0,0,0,545,0,0,0,524,0,0,0,0,0,675,0,0,0,0,0,0,0,0,510,0,fight
458,319,334,0,0,302,716,0,585,0,655,637,0,695,0,462,332,493,0,763,302,302,0,0,303,433,0,512,0,772,512,0,765,0,750,253,738,0,0,619,574,0,0,665,0,0,0,0,0,0,0,661,0,0,0,0,0,0,362,361,0,0,360,0,0,0,0,0,0,0,770,0,0,0,0,0,fight
622,332,341,0,0,320,738,0,602,0,0,671,0,698,0,625,339,645,0,333,309,311,0,0,310,444,0,531,0,0,540,0,767,0,324,257,326,0,506,661,408,0,0,684,0,0,0,0,0,0,0,0,0,472,0,504,0,409,368,392,0,0,366,0,0,0,0,0,0,0,0,0,758,0,745,0,fight
439,330,345,0,0,315,0,0,0,0,0,0,0,0,0,455,341,528,0,358,297,300,0,0,298,0,0,0,0,0,0,0,0,0,342,244,346,0,0,504,419,0,0,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,374,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
462,321,328,0,0,308,0,0,552,699,690,446,0,700,0,469,330,438,0,745,273,275,0,0,273,0,0,617,676,762,624,0,753,0,731,222,279,0,0,497,574,0,0,418,0,0,681,0,0,622,0,0,0,0,539,657,0,0,373,381,0,0,367,0,0,623,0,0,629,0,0,0,0,280,387,0,fight
0,679,631,0,0,0,0,0,0,0,0,0,0,0,446,0,436,0,0,0,594,578,0,0,0,0,0,0,0,0,0,0,0,697,0,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,313,310,655,0,424,0,0,557,0,690,451,0,0,0,0,311,437,0,0,275,278,473,0,397,0,0,624,0,751,629,0,0,0,0,223,300,0,0,504,587,656,0,0,0,0,0,0,0,0,0,0,0,0,540,0,0,0,400,400,474,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,fight
0,518,555,0,0,488,0,391,0,0,0,0,0,0,179,212,315,0,0,0,260,267,0,0,257,0,646,0,0,0,0,0,0,298,302,245,0,0,0,310,315,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,300,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,498,541,0,0,464,0,0,530,0,0,473,0,418,0,0,299,0,0,0,262,291,0,0,302,0,0,418,0,0,407,0,512,0,0,257,0,0,0,503,295,0,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,312,0,0,794,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
605,301,290,0,0,0,0,0,0,0,673,0,0,675,0,617,294,649,0,446,329,335,0,0,0,0,0,0,0,774,0,0,774,0,436,276,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
423,624,435,0,0,466,688,0,0,0,0,670,675,678,0,429,0,459,0,796,422,841,0,0,309,484,0,0,0,0,580,686,780,0,783,0,774,0,0,527,0,0,0,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,289,278,0,0,520,0,408,0,0,0,0,0,0,0,0,0,0,0,0,329,336,0,0,815,0,286,0,0,0,0,0,0,0,0,0,0,0,0,445,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,556,630,657,0,479,430,472,567,0,0,469,0,0,0,0,619,527,0,0,456,469,603,0,449,375,325,679,0,0,669,0,0,0,0,379,366,0,0,438,361,0,0,511,443,0,0,0,0,0,0,0,0,0,0,0,0,0,806,787,0,0,812,559,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,554,472,654,0,480,431,438,563,0,0,465,0,0,0,0,629,535,0,0,473,464,598,0,458,397,354,683,0,0,675,0,0,0,0,395,378,0,0,0,624,0,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,558,618,669,0,501,455,0,566,633,0,471,450,0,0,0,254,552,0,0,458,473,556,0,443,555,0,675,814,0,666,832,0,0,0,285,370,0,0,435,366,0,0,503,0,0,0,0,0,0,0,0,0,0,636,0,0,0,806,785,0,0,816,0,0,0,0,0,0,0,0,0,0,386,0,0,fight
0,270,258,700,162,487,408,388,549,638,0,453,0,0,265,0,247,548,0,0,334,340,489,757,419,470,284,665,803,0,666,0,0,270,0,278,348,0,0,540,595,267,0,504,0,425,0,0,0,0,0,0,649,0,619,0,0,0,433,450,753,0,807,0,536,0,0,0,0,0,0,377,0,380,0,0,fight
432,815,0,0,0,0,0,0,0,0,1001,0,952,1025,0,0,405,0,0,638,718,0,0,0,0,0,0,0,0,770,0,692,833,0,0,682,0,0,0,0,0,0,0,0,0,0,0,0,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,0,0,0,0,0,0,0,0,fight
0,521,575,693,710,468,0,376,551,651,656,0,652,661,616,0,575,0,0,0,428,438,435,355,421,0,284,624,692,766,0,692,766,386,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,509,576,667,628,442,362,0,385,644,648,372,0,648,0,0,570,486,0,0,430,429,423,360,433,507,0,579,715,780,577,0,779,0,0,375,354,0,0,406,340,256,629,474,0,0,555,0,0,469,0,0,0,0,0,0,0,0,814,794,775,361,821,0,0,636,0,0,631,0,0,0,0,0,0,0,fight
731,502,578,647,604,425,337,362,560,0,0,455,0,0,728,737,546,448,0,710,431,417,439,380,443,500,549,658,0,0,655,0,0,700,701,358,356,0,0,0,0,0,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
